review_text,prediction,targets
Can't check of checklist items,0,0
very useful and simple. nothing too fancy but still fun no complicated features. i love the multiple lists options and sub category lists. only glitch i find is returning to previous pages after typing...often i have to just hit my home button and navigate all the way back to where i was...but nothing too bad.,1,1
"2019/10/24 - revised from 5 to 1 star. App is dead. All my data gone. Never again trust an app you cannot export and organize your data, and to a universal format. Avoid as others said recently.",0,0
Great,2,2
"Every time the company upgrades the app or make any changes, subscribers can't access the calendar. Sign in page has many issues.",0,0
Helps keep me on track with setting/establishing new goals,2,2
Some time it's automatic stopped and not work properly,1,0
Wile installing on my Note 9 it imported / shows promptly each allready existing entry from each of my Calendars. But It does not import / synchronize any new entry ( via any calendar ). (  Within Android I already removed the app from being affected by the Battery saving-option ) ( 'Close the Demo' pop-up is not present ) Thank You very much for helping out because this way of visualization by merging Agenda and Clock-face is how my mind needs it (used it many years ago and never found it back again as a contemporary app. If only I get it to work..,1,1
gaada waktu kapan harus selesai.. jadi kurang detail,1,0
it was great until it disappeared. Very unhappy that I lost the app and ALL my info.,0,0
ok,1,1
Due Date is wonky. I made a few items on my list and the due will not change from the current day. The due date worked on other items. I don't need another app to work around.,0,0
It's been helpful and very cute.,2,2
There's a bug that makes the app crash in the newest update. Please fix this ASAP!,1,1
"You asked me to pay premium version but instant Google calendar sync still doesn't work, needs few hours for tasks to sync. This been an issue for years already and you ignore pleas from users. On the other hand the Gtasks app you have works really great.",0,0
The widget is not updating automatically,1,1
Nice app. Bug with achievement exp gained. It only adds on to current hero exp without leveling up eg( 144exp/25exp ). Why does skill decay even after doing a task that increases it?,2,2
"the app keep crashing, i reinstalled twice and still crash. one day after installed it won't open",0,1
